baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G01010	55.8550713406871	0.208720964121666	0.487974768614946	0.427729008846284	0.668848427371611	0.999773476087443
AT1G01020	306.398495026091	0.0155637829257345	0.272675282561567	0.0570780848910291	0.954482993680892	0.999773476087443
AT1G01030	39.5505991446573	0.711109631375115	0.55786297978547	1.2747030312866	0.202414373522691	0.980386198120075
AT1G01040	980.830034799341	0.0826721719552778	0.217142847463966	0.38072712465925	0.703405739484732	0.999773476087443
AT1G01046	5.51246545630649	-0.144250757081622	1.32960281583502	-0.108491615212946	0.913605731347505	NA
AT1G01050	1709.96348427245	0.154354424731105	0.193759320452224	0.796629676295568	0.425666136948597	0.999773476087443
AT1G01060	14057.3804374775	1.25122355532109	0.176416184636886	7.09245332505327	1.31755085462322e-12	5.08281840805759e-10
AT1G01070	111.930298737078	0.385145830768129	0.459194006509752	0.838743157158238	0.401613454680749	0.999773476087443
AT1G01080	1765.17112109904	-0.292802993649556	0.202758469373667	-1.44409747496142	0.148711558270609	0.898271625461992
AT1G01090	3264.27760236055	0.134648670410392	0.191889072573499	0.701700563792228	0.482865921349459	0.999773476087443
AT1G01100	2648.71359675931	-0.0348917648216066	0.248978630660141	-0.140139596434821	0.888549695837139	0.999773476087443
AT1G01110	32.2886649522699	-0.287723786328376	0.595027758825222	-0.483546829641084	0.628707517322492	0.999773476087443
AT1G01120	3926.59356849192	0.362971007014552	0.192549452017419	1.88507940797316	0.059419117720887	0.610413148549977
AT1G01130	31.9839805521444	0.467263115499392	0.648351196969041	0.720694459551841	0.471097521975734	0.999773476087443
AT1G01140	3215.57240480674	0.772726073208347	0.184545481621902	4.18718500402797	2.82435601194355e-05	0.00223885024508402
AT1G01150	0.273294477937598	-1.6292145279626	4.99008051973605	-0.32649062906279	0.744053178140923	NA
AT1G01160	422.819857127662	0.209271304707654	0.230129978368139	0.909361336543835	0.363159423488246	0.999773476087443
AT1G01170	1085.57502232118	0.0466257190998189	0.208286535381113	0.223853735982047	0.822871115506153	0.999773476087443
AT1G01180	445.584480803059	0.462764388560396	0.227911403307901	2.03045737002994	0.0423100702039757	0.516891498058423
AT1G01183	0	NA	NA	NA	NA	NA
AT1G01190	22.5960695942194	-0.531235546249032	0.683779909172689	-0.776910141878514	0.437211787247726	0.999773476087443
AT1G01200	10.7087458421824	-0.180829702302599	1.01667187563676	-0.177864369651557	0.858829493515427	NA
AT1G01210	201.09117420343	-0.126595257595359	0.28728333696159	-0.440663419376408	0.659456682883144	0.999773476087443
AT1G01220	489.218110065237	-0.238714338052274	0.221765362555206	-1.07642751465684	0.281736102437357	0.999773476087443
AT1G01225	19.8534913381388	-0.153388784204032	0.763216230039211	-0.200976837450315	0.8407166855696	0.999773476087443
AT1G01230	426.784706886307	0.112060275430264	0.23723127259991	0.472367214499808	0.636664701694396	0.999773476087443
AT1G01240	314.081775863811	0.627589730896141	0.246420816276329	2.54682108589552	0.0108709152290419	0.233776998021884
AT1G01250	22.4072826000855	0.18450383756048	0.69541589203357	0.2653143819031	0.790767286241169	0.999773476087443
AT1G01260	155.028328277869	0.0322806026200787	0.305602884568516	0.10562924713769	0.915876518699598	0.999773476087443
AT1G01270	0	NA	NA	NA	NA	NA
AT1G01280	0	NA	NA	NA	NA	NA
AT1G01290	294.269258486507	0.24031213611448	0.262980377948901	0.913802535340391	0.360820613998812	0.999773476087443
AT1G01300	472.758441430822	-0.470441790674402	0.223506199180395	-2.10482658825361	0.0353064058383639	0.476979926345523
AT1G01305	0	NA	NA	NA	NA	NA
AT1G01310	1.55264705436928	-2.48429618696197	2.75806893986197	-0.900737523655337	0.367727892629237	NA
AT1G01320	7908.84429602103	-0.160295068740018	0.180349254584365	-0.888803611134609	0.374108634803517	0.999773476087443
AT1G01335	0	NA	NA	NA	NA	NA
AT1G01340	236.372006968349	-0.556827814773409	0.277027929557054	-2.01000605124448	0.0444305484083885	0.527756694931321
AT1G01350	328.83651280931	0.0458637793003815	0.269544501654617	0.170152902466359	0.864889889898898	0.999773476087443
AT1G01355	7.94196143820986	0.593388004323035	1.13875274364323	0.521085905290202	0.602306929164275	NA
AT1G01360	513.522024568806	0.419110729901081	0.23310188980534	1.79797225261054	0.0721814049954915	0.671886965534441
AT1G01370	22.2430513828579	-0.172616112065915	0.687704281094303	-0.251003399006389	0.801811481273084	0.999773476087443
AT1G01380	6.35467352445472	-0.509282807293242	1.28340943484685	-0.396820214551417	0.691500042964082	NA
AT1G01390	207.875960473044	0.984980634339296	0.345693865312964	2.84928583689957	0.00438174945864174	0.124090000982089
AT1G01400	0.250969843602164	-1.56715594555693	4.9943734577166	-0.313784293230132	0.753684874522322	NA
AT1G01410	0	NA	NA	NA	NA	NA
AT1G01420	125.717901683897	0.0264198147202238	0.32978855227596	0.0801113760253152	0.936148675069968	0.999773476087443
AT1G01430	1646.36278929505	0.295360228122114	0.206424121669451	1.43084163678835	0.152475606987692	0.902954207865373
AT1G01440	316.188349103138	0.0825313680858724	0.285865194013602	0.288707299154249	0.772805376539023	0.999773476087443
AT1G01448	209.093552511772	0.16106248064279	0.281083631952768	0.573005548291243	0.566640937309544	0.999773476087443
AT1G01450	0.250969843602164	-1.56715594555693	4.9943734577166	-0.313784293230132	0.753684874522322	NA
AT1G01453	0.731864851954646	2.92217069004398	4.38224069460096	0.666821129575145	0.504886394439078	NA
AT1G01460	0	NA	NA	NA	NA	NA
AT1G01470	1758.04528903615	0.315171112776414	0.18759544839243	1.68005735468117	0.0929461570779726	0.747968300016645
AT1G01480	3.16837572680863	2.33311446028599	1.9280672258395	1.21007941477255	0.226248421290951	NA
AT1G01490	3499.20963320469	1.02254762566168	0.245627614980952	4.16299944833553	3.1409412681814e-05	0.00242341068513907
AT1G01500	101.46527601461	-0.349421735523665	0.355840323074675	-0.981962169167482	0.326118485972414	0.999773476087443
AT1G01510	587.715590270082	0.123570127902951	0.226406871775744	0.545787885914292	0.585211751351921	0.999773476087443
AT1G01520	124.325544657642	1.45774673677905	0.339047854115219	4.29953093371789	1.71159985462493e-05	0.00143542867035212
AT1G01530	0.748073361941305	0.824209267987528	3.61352906693557	0.228089840352798	0.819576398166183	NA
AT1G01540	3461.58807538991	0.258012504075178	0.197161720294351	1.30863386508284	0.190658403830142	0.962439630849451
AT1G01550	2323.41569365816	0.137711900009754	0.184168526549738	0.747749371674334	0.454611345141232	0.999773476087443
AT1G01560	502.532337453789	0.502245333370649	1.62655485329685	0.308778601811462	0.757489947549325	0.999773476087443
AT1G01570	24.4356073070603	-0.021934881691922	0.659166126429309	-0.0332767125197146	0.973453924190115	0.999773476087443
AT1G01580	22.8816667397477	0.858207811691118	0.689300177891865	1.24504220253625	0.213116237672469	0.990429863956775
AT1G01590	86.3097321956566	-0.0769146531419083	0.379616530794193	-0.202611443134459	0.839438745186194	0.999773476087443
AT1G01600	7.02875809043911	-0.145149847309734	1.19176224952114	-0.121794298626305	0.903061929372546	NA
AT1G01610	1120.08374550174	0.234855270912443	0.208702889192056	1.12530915035067	0.260458053575504	0.999773476087443
AT1G01620	5936.78403703839	0.672746563580346	0.196081092351102	3.43096091272141	0.000601447256873464	0.028067538654095
AT1G01630	652.229212577627	0.0159034981160363	0.218281299044096	0.0728578132239518	0.941919264850848	0.999773476087443
AT1G01640	67.8199463563639	0.152447033375054	0.463131740655423	0.329165591542724	0.742030529015675	0.999773476087443
AT1G01650	443.957156786713	0.159548176808815	0.228493052440784	0.698262704727812	0.485012918441961	0.999773476087443
AT1G01660	32.859782570132	0.202053140284153	0.585114626746873	0.345322319846165	0.729852068728702	0.999773476087443
AT1G01670	48.8744989205394	0.184540967502644	0.497735186136632	0.370761345877576	0.710815294092215	0.999773476087443
AT1G01680	45.8744391896701	0.731936551363508	0.740601447796565	0.988300189718995	0.323005652544635	0.999773476087443
AT1G01690	26.8253290501838	-0.086873124046102	0.634851690985657	-0.136840029379499	0.891157242368134	0.999773476087443
AT1G01695	4.47886536773004	-0.802763893762411	1.55719352133485	-0.515519672259021	0.606189926411826	NA
AT1G01700	30.0370740901797	-0.0191941873151231	0.60128952401337	-0.0319217058481404	0.974534488695449	0.999773476087443
AT1G01710	471.037017385685	0.170496329562412	0.221723415108258	0.768959514172944	0.441917345162246	0.999773476087443
AT1G01715	37.6628442036576	-0.359523482311786	0.564588510378873	-0.636788520670611	0.524262604385485	0.999773476087443
AT1G01720	550.142465139629	0.654887572993433	0.230806666141239	2.83738586905754	0.00454846050269655	0.127769052308757
AT1G01725	138.799222367092	0.0788203069370519	0.32595532740245	0.241813218900804	0.80892489563838	0.999773476087443
AT1G01730	407.632665037018	0.336562677156423	0.234264794082293	1.4366762981816	0.150809992711369	0.90058393813932
AT1G01740	63.8690949459702	-0.00441904156904737	0.43584700715807	-0.0101389742190995	0.991910407608502	0.999773476087443
AT1G01750	3.97602691192387	0.209716387785611	1.55227452764547	0.135102640706032	0.892530722341219	NA
AT1G01760	22.1427228302507	0.309229149267949	0.777130816007444	0.397911320589026	0.690695555001979	0.999773476087443
AT1G01770	276.882285726805	0.148215297470562	0.283425749690483	0.522942243717874	0.601014446188009	0.999773476087443
AT1G01780	285.785393546493	0.368632471047716	0.28550073677672	1.2911787031079	0.196641718158936	0.97145709369355
AT1G01790	3610.72137718625	-0.136880292715802	0.182327886476774	-0.750737012098467	0.452810943590121	0.999773476087443
AT1G01800	1385.29806191786	-0.124347666266312	0.187614860824612	-0.662781539371528	0.50747047849003	0.999773476087443
AT1G01810	7.24952849917915	-0.265851369920719	1.20400733372992	-0.220805440692069	0.825243927078425	NA
AT1G01820	1268.57308359999	-0.0126154500376007	0.189946560665224	-0.0664157855420987	0.947046802905744	0.999773476087443
AT1G01830	497.973335562966	0.173689420425506	0.221091144005554	0.785600984638005	0.432101287443364	0.999773476087443
AT1G01840	9.66846693221001	-0.937480468466692	1.0468516126079	-0.895523737247973	0.370507182528412	NA
AT1G01860	128.09998167243	-0.0879250424636523	0.334200290166129	-0.26309086212925	0.792480546890005	0.999773476087443
AT1G01870	0	NA	NA	NA	NA	NA
AT1G01880	20.4490092888042	0.34905801655213	0.746008262744546	0.46790100590569	0.639855384114183	0.999773476087443
AT1G01890	0	NA	NA	NA	NA	NA
AT1G01900	16.8268993568437	-0.279132995807979	0.791033592829606	-0.352871228653504	0.724184981285032	0.999773476087443
AT1G01910	492.425734217308	-0.0303051839106988	0.221074400598353	-0.137081379972876	0.890966470148628	0.999773476087443
AT1G01920	306.481409034611	-0.261095060657049	0.246375477537193	-1.05974451380874	0.289260845766551	0.999773476087443
AT1G01930	270.6086098031	-0.0522785727450046	0.260450798800991	-0.200723411046054	0.84091485288893	0.999773476087443
AT1G01940	114.18015832427	-0.521571635530846	0.346032926767785	-1.50728903287536	0.131736587483941	0.856665845757447
AT1G01950	443.734872327695	0.305845496840146	0.234877636402155	1.30214822290055	0.192865721007254	0.966188651011313
AT1G01960	832.066000169141	-0.0949973005601507	0.273723263658472	-0.347055998421384	0.72854924948509	0.999773476087443
AT1G01970	616.141006375194	-0.223316170170384	0.215749977513539	-1.03506926278298	0.300636565919849	0.999773476087443
AT1G01980	0.273294477937598	-1.6292145279626	4.99008051973605	-0.32649062906279	0.744053178140923	NA
AT1G01990	798.164746808756	0.168991034885059	0.201118506524831	0.84025601524738	0.400764857376026	0.999773476087443
AT1G02000	344.163940893683	0.394680453599108	0.239842074885111	1.64558471981268	0.0998492871899103	0.773486669173067
AT1G02010	221.136316507854	0.0719777020368339	0.286699264362591	0.251056458749064	0.801770458837203	0.999773476087443
AT1G02020	310.592630052449	0.0062972141548117	0.26114305310079	0.0241140404848574	0.980761643892122	0.999773476087443
AT1G02030	0.752909530806492	-3.11350171294748	4.32793993588397	-0.719395776991428	0.471897098099432	NA
AT1G02040	2.84730937218578	-1.59256718978664	1.92545874547867	-0.827110522895536	0.408174420410436	NA
AT1G02050	217.29129449274	0.261259362099904	0.279254680119312	0.935559475630922	0.349500047591931	0.999773476087443
AT1G02060	88.5074871888376	-0.000318125295680945	0.537038690622623	-0.0005923694162745	0.999527357616105	0.999924516175412
AT1G02065	0.273294477937598	-1.6292145279626	4.99008051973605	-0.32649062906279	0.744053178140923	NA
AT1G02067	0	NA	NA	NA	NA	NA
AT1G02070	1.70156853021207	2.47949015271363	2.7257639673472	0.90964961838818	0.36300732212413	NA
AT1G02080	953.698997347157	0.0586696399477322	0.284904322956491	0.205927517486956	0.836847530238837	0.999773476087443
AT1G02090	548.996574218055	0.161918614526718	0.235374713740161	0.687918476686779	0.491504120523354	0.999773476087443
AT1G02100	1065.57957513532	0.217239924620225	0.19416962125192	1.1188152050746	0.263218983587853	0.999773476087443
AT1G02110	566.856337831909	0.242865990818529	0.220649947070691	1.10068456413779	0.271033966613202	0.999773476087443
AT1G02120	1750.64297110518	0.201561595490781	0.206490022541704	0.976132371965201	0.328998871140685	0.999773476087443
AT1G02130	519.021227616825	-0.0313948060441707	0.23322646708172	-0.134610820276973	0.892919586134643	0.999773476087443
AT1G02136	0	NA	NA	NA	NA	NA
AT1G02140	1962.60322225653	0.0240550465715828	0.203310547386798	0.118316766546391	0.905816672928261	0.999773476087443
AT1G02145	463.116332147271	0.136595694858967	0.236285972781461	0.578094811346687	0.563200109935522	0.999773476087443
AT1G02150	2436.87920916205	-0.0525516378696326	0.196064461102879	-0.268032450011722	0.7886743407917	0.999773476087443
AT1G02160	439.902171329413	0.00422062853016919	0.239691122463057	0.017608614314949	0.985951084513566	0.999773476087443
AT1G02170	586.101147881719	0.158687864196439	0.215955486219367	0.734817470833988	0.462450665525949	0.999773476087443
